GemID;Gemeinde; ; ; ; ;GebID;Gebäude; ; ;Baujahr;m2;Jahr;ZId;Zähler;Typ;Einheit;Medium;MGruppe;Jan;Feb;Mrz;Apr;Mai;Jun;Jul;Aug;Sep;Okt;Nov;Dez;Jahr;MIND;MINW;MAXD;MAXW;MIND1;MINW1
579446;Prottes;WEV;30848;Gänserndorf;;808790;Kindergarten Matzner Straße;KG;02;2017;712;2025;813485;Gaszähler 9134;H;m³;NGas;Wärme;1.514,81;1.188,01;929,58;352,86;379,25;45,96;3,2;0,95;13,15;10,3;11,15;101,95;4.551,17;01.01.2025;1022,08;10.12.2025;54,37;01.01.2026;55,67
579446;Prottes;WEV;30848;Gänserndorf;;580232;Volksschule Hauptstraße 3;VS;01;1875;450;2025;588246;Gashauptzähler;H;m³;NGas;Wärme;633,75;563,01;270,11;210,97;137,77;12,97;7,07;10,29;85,98;268,41;479,76;537,43;3.217,51;01.01.2025;536;01.12.2025;470;01.01.2026;538
579446;Prottes;WEV;30848;Gänserndorf;;580098;Volksschule/Lehrerhaus Dörfl. Str.;VS;01;1875;143;2025;588005;Gashauptzähler 10576, 43310095;H;m³;NGas;Wärme;372,71;359,04;173,45;133,86;92,04;19,3;15,08;14,61;44,36;159,7;297,39;317,2;1.998,74;01.01.2025;282;01.12.2025;292;01.01.2026;317
579446;Prottes;WEV;30848;Gänserndorf;;580233;VS Nachmittagsbetreuung Dörfleser Straße 26;KG;02;1952;495;2025;588370;Gaszähler 554915;H;m³;NGas;Wärme;983,11;910,03;374,87;278,38;163,52;5;0;0;35,77;283,96;608,77;857,63;4.501,03;01.01.2025;717;01.12.2025;602;01.01.2026;864
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;585673;Bauhof;BH;01;2004;284;2025;620991;Gaszähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;585676;Hauptschule, Volksschule;HS;02;1989;2067;2025;621045;Gaszähler VS+HS;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;585729;Kindergarten Leo-Arnoldigasse;KG;01;1990;428;2025;621948;Wärmezähler;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;767982;Krabbelstube;KG;01;1990;120;2025;795883;Heizung Wärme Umkleide;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;767982;Krabbelstube;KG;01;1990;120;2025;795889;Heizung WärmeTop 6;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;585770;Musterhaus;WH;01;1939;120;2025;718759;Heizung Pellets;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
579564;Puchberg am Schneeberg;INV;31826;Neunkirchen;KEM NÖ Süd;585670;Schneeberghalle;VAZ;02;1989;1722;2025;767766;Ölverbrauch;H;l;Heizoel_EL;Wärme;;;;;;;;;;;;;;;;;;;
579489;Pulkau;WEV;31035;Hollabrunn;;580170;Rathaus;GA;01;1600;470;2025;587744;Hauptzähler GAS;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579489;Pulkau;WEV;31035;Hollabrunn;;581232;Stadtsaal;VAZ;01;1991;1071;2025;594505;GAS Hauptzähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581588;Bauhof;BH;01;1971;417,92;2025;956282;G20 Pellets;H;kg;Pellets_Gewicht;Wärme;3.708,36;3.153,78;2.422,45;1.015,78;672,21;0;;;;;;;;16.06.2025;13100;16.06.2025;13100;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581589;Kindergarten I;KG;01;1990;1776,99;2025;852512;Biowärme-Zähler Kiga I;H;MWh;Biowärme;Wärme;18,8;15,99;12,76;5,54;3,67;0;0;;;;;;;14.03.2025;57;31.07.2025;1;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581590;Kindergarten II;KG;01;1992;759,84;2025;956289;Biowärme Zähler Kiga II;H;kWh;Biowärme;Wärme;10.827,84;9.208,57;6.676,21;2.641,69;1.748,18;0;0;;;;;;;14.03.2025;32827;31.07.2025;0;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581590;Kindergarten II;KG;01;1992;759,84;2025;852499;Biowärme-Zähler Kiga II;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581590;Kindergarten II;KG;01;1992;759,84;2025;597189;G20 Gas;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581591;Rathaus;GA;01;1800;1211,77;2025;597203;G20 Biowärme Rathaus;H;MWh;Biowärme;Wärme;24,92;22,51;14,69;6,06;6,26;6,06;0,2;;;;;;;14.03.2025;82;31.07.2025;0;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581591;Rathaus;GA;01;1800;1211,77;2025;597201;G20 Erdgas;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581592;Schule u. Turnhalle;VS;02;1990;8063,22;2025;852531;Biowärme-Zähler;H;MWh;Biowärme;Wärme;93,68;79,67;51,41;17,67;11,69;0;0;;;;;;;14.03.2025;284;31.07.2025;0;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581592;Schule u. Turnhalle;VS;02;1990;8063,22;2025;608590;G20 Erdgas;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581592;Schule u. Turnhalle;VS;02;1990;8063,22;2025;597221;G20 Wärme Gas;H;MWh;Heat;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;581592;Schule u. Turnhalle;VS;02;1990;8063,22;2025;597224;G20 Wärme Öl;H;MWh;Heat;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;853225;Sporthaus;SPH;01;2005;651;2025;856079;Gas;H;m³;IntervalGas;Wärme;;;;;;;;;;;;;;;;;;;
579601;Purgstall an der Erlauf;MOV;32008;Scheibbs;KEM Scheibbs;853225;Sporthaus;SPH;01;2005;651;2025;882488;Gas;H;m³;NGas;Wärme;1.202,95;1.023,05;1.115,01;598,4;396;0;0;;;;;;;14.03.2025;3647;31.07.2025;72;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;786206;Archiv;KU;02;1991;133;2025;786263;Erdgas Hauptzähler;H;m³;NGas;Wärme;251,94;254,65;248,87;109,81;72,88;;;;;;;;;07.01.2025;262,849;23.05.2025;408,02;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;790628;Bauhof Tullnerbachstraße 48;BH;01;1962;344;2025;790884;Erdgas Hauptzähler;H;m³;NGas;Wärme;2.152,67;2.082,50;1.687,58;629,93;462,65;0;0;0;110,37;851,59;1.694,12;2.049,80;11.721,22;02.01.2025;1889,8;03.04.2025;1275;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;1141949;Bildungszentrum;VAZ;02;2012;3428;2025;1142140;Biowärme Eingabezähler;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;1115016;Feuerwehr;FF;02;1996;1714;2025;1115162;Biowärme Eingabezähler;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;1122457;Feuerwehr Gablitz;FF;01;2025;1000;2025;1122451;Wärmepumpe Wärmemenge berechnet;H;kWh;Biowärmepumpe;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;1105668;KIGA PROV_Karli Schäfer-Gasse 16-18;KG;01;2025;495,7;2025;1105852;Strom-WP-Heizung-70%anteilig;H;kWh;Biowärmepumpe;Wärme;;;;;;;92,02;1.061,27;5.919,10;3.396,44;7.955,64;10.077,59;;01.01.2025;;31.12.2025;325,0834;01.01.2026;325,0834
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;832562;KIGA_II_Bad Säckingen-Straße 3;KG;01;2016;572,88;2025;836122;Erdgas Hauptzähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;832562;KIGA_II_Bad Säckingen-Straße 3;KG;01;2016;572,88;2025;1082811;Strom-WP-Heizung-70%anteilig;H;kWh;Biowärmepumpe;Wärme;7.400,03;6.683,90;7.400,03;7.161,32;3.341,95;;;;;;;;;01.01.2025;126,0078;31.12.2025;;01.01.2026;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582051;Kindergarten_II_ Bad Säckingen-Straße 7;KG;01;1983;680,8;2025;622206;Erdgas Hauptzähler;H;m³;NGas;Wärme;514,9;465,07;514,9;498,29;431,85;;;;;;;;;26.05.2025;6129;26.05.2025;6129;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582058;Kindergarten_III_Franz Ruhm-Gasse 7;KG;01;1990;573,7;2025;622250;Erdgas Hauptzähler;H;m³;NGas;Wärme;659,47;604,78;429,56;173,29;134,33;0;0;0;32,05;247,25;491,88;595,14;3.367,74;24.03.2025;3263;24.03.2025;3263;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582057;Kindergarten_I_Wintergasse 46;KG;01;2008;1043;2025;856254;Strom-WP-Heizung-70%anteilig;H;kWh;Biowärmepumpe;Wärme;18.311,75;15.565,70;10.988,04;5.963,87;4.712,51;2.414,37;2.391,48;-7.787,43;4.003,02;8.531,67;13.847,40;17.515,05;96.457,43;01.01.2025;516,0039;31.12.2025;565,0016;01.01.2026;565,0016
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;583595;NMS_Purkersdorf;NM;02;1898;2800;2025;792647;Biowärme Ausgabezähler;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;813100;PUKI_Karl Kurz-Gasse 3-5;KG;02;1997;186;2025;840956;Erdgas Hauptzähler Eingabe;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;813100;PUKI_Karl Kurz-Gasse 3-5;KG;02;1997;186;2025;815042;Gas Hauptzähler;H;m³;IntervalGas;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;813100;PUKI_Karl Kurz-Gasse 3-5;KG;02;1997;186;2025;851783;Gaszähler-Puki;H;m³;NGas;Wärme;461,56;423,28;303,78;105,11;;;;;;;;;;15.04.2025;2378;15.04.2025;2378;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582050;Rathaus;GA;01;1875;986,7;2025;874627;Aussenstelle Büro;H;m³;NGas;Wärme;254,42;233,32;167,45;57,94;;;;;;;;;;14.04.2025;1328;14.04.2025;1328;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582050;Rathaus;GA;01;1875;986,7;2025;600085;Biofernwärme Hauptzähler;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582056;Schülerhort_I;SH;01;1993;648;2025;622262;Biowärme Hauptzähler;H;MWh;Biowärme;Wärme;15,26;13,6;11,26;5,94;4,48;0,19;0,46;0,21;1,98;9,78;12,6;14,77;90,52;31.01.2025;15,257;31.12.2025;14,768;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;786306;Sportplatz;SPH;01;1990;425;2025;910583;Erdgas Hauptzähler;H;kWh;NGas;Wärme;34.656,16;31.781,96;21.959,46;7.563,91;5.863,35;0;0;0;1.398,77;10.792,59;21.470,20;25.977,89;161.464,29;24.03.2025;171475,2;24.03.2025;171475,2;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;786306;Sportplatz;SPH;01;1990;425;2025;840950;Erdgas-Hauptzähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;786306;Sportplatz;SPH;01;1990;425;2025;851777;Gaszähler-Sportplatz;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582055;Stadtsaal;VAZ;01;1985;1400;2025;790872;Biowärme Hauptzähler;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579649;Purkersdorf;INV;31952;St.Pölten Land;KEM Wienerwald;582054;Volksschule;VS;01;1900;4728;2025;786000;Biowärme Hauptzähler;H;MWh;Biowärme;Wärme;53,06;44,74;31,75;21,66;9,8;9,48;9,8;9,8;9,48;30,04;38,08;44,18;311,86;31.01.2025;53,06;31.12.2025;44,18;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;751831;Feuerwehr Obertiefenbach;FF;01;1987;235,18;2025;752255;Wärmezähler Feuerwehr;H;kg;Pellets_Gewicht;Wärme;327,2;283,72;202,35;80,53;56,71;;;;;;;;;27.05.2025;2970;27.05.2025;2970;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;751829;Feuerwehr Perersdorf;FF;01;2006;345,92;2025;752218;Ölverbrauch Feuerwehr;H;l;Heizoel_EL;Wärme;17,96;;;;;;;;;;;;;02.01.2025;999;02.01.2025;999;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;751823;Feuerwehr Pyhra;FF;01;1977;376,59;2025;752188;Wärmezähler Feuerwehr;H;kWh;Biowärme;Wärme;7.252,62;6.550,76;7.252,62;7.018,67;7.252,62;1.403,73;;;;;;;;06.06.2025;63168;06.06.2025;63168;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;751828;Feuerwehr Wald;FF;01;1970;195,76;2025;752182;Ölverbrauch Feuerwehr;H;l;Heizoel_EL;Wärme;900,86;819,81;584,7;232,68;163,86;0;0;0;0;;;;;02.01.2025;996;22.09.2025;2684;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;582983;Gemeindeamt;GA;02;1991;709;2025;1112614;Wärmezähler Gemeindeamt;H;kWh;Biowärme;Wärme;11.655,34;10.527,40;11.655,34;11.279,36;11.655,34;;;;;;;;;01.01.2025;375,9786;31.12.2025;;01.01.2026;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;583014;Haus der Musik;MS;01;1966;563;2025;606582;Ölverbrauch Musikschule;H;l;Heizoel_EL;Wärme;2.739,74;2.443,53;1.742,76;693,53;488,42;0;0;0;0;;;;;02.01.2025;6008;22.09.2025;8000;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;581529;Kindergarten;KG;01;2010;1119,57;2025;752493;Wärmezähler Kindergarten;H;kWh;Biowärme;Wärme;8.799,31;7.947,76;8.799,31;8.515,46;8.799,31;;;;;;;;;31.05.2025;86290;31.05.2025;86290;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;582984;Mittelschule und Sonderschule;NM;02;2000;2741;2025;1112626;Wärmezähler Hauptschule;H;kWh;Biowärme;Wärme;11.655,34;10.527,40;11.655,34;11.279,36;11.655,34;;;;;;;;;01.01.2025;375,9786;31.12.2025;;01.01.2026;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;582984;Mittelschule und Sonderschule;NM;02;2000;2741;2025;752407;Wärmezähler Neue Mittelschule;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579538;Pyhra;NOM;31934;St.Pölten Land;KEM Elsbeere;582993;Volksschule;VS;02;1979;2734;2025;752444;Wärmezähler Volksschule;H;kWh;Biowärme;Wärme;25.544,82;23.072,74;25.544,82;24.720,79;25.544,82;;;;;;;;;31.05.2025;250504;31.05.2025;250504;;
579431;Raabs an der Thaya;WAV;32216;Waidhofen an der Thaya;KEM Hardegg;581566;Hallenbad;HB;01;2010;1280;2025;596948;Wärme;H;MWh;Heat;Wärme;;;;;;;;;;;;;;;;;;;
579431;Raabs an der Thaya;WAV;32216;Waidhofen an der Thaya;KEM Hardegg;581567;Kindergarten Kollm.;KG;01;1960;0;2025;596951;Erdgas;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579431;Raabs an der Thaya;WAV;32216;Waidhofen an der Thaya;KEM Hardegg;581568;Rathaus;GA;01;1950;0;2025;596962;Wärme;H;kWh;Heat;Wärme;;;;;;;;;;;;;;;;;;;
579431;Raabs an der Thaya;WAV;32216;Waidhofen an der Thaya;KEM Hardegg;581569;Volksschule Puch.;VS;01;1986;0;2025;596972;Wärme;H;kWh;Heat;Wärme;;;;;;;;;;;;;;;;;;;
579772;Raach am Hochgebirge;INV;31827;Neunkirchen;KEM Bucklige Welt;583748;Feuerwehrhaus;FF;01;1986;495;2025;610844;Wärmezähler;H;MWh;Biowärme;Wärme;2,6;2,35;2,6;2,51;2,6;2,26;;;;;;;;27.06.2025;22,709;27.06.2025;22,709;;
579772;Raach am Hochgebirge;INV;31827;Neunkirchen;KEM Bucklige Welt;583746;Gemeindeamt;GA;01;1981;233,7;2025;610832;Wärmezähler Gemeinde;H;MWh;Biowärme;Wärme;1,25;1,13;1,25;1,21;1,25;1,09;;;;;;;;27.06.2025;10,949;27.06.2025;10,949;;
579772;Raach am Hochgebirge;INV;31827;Neunkirchen;KEM Bucklige Welt;583747;Kindergarten;KG;01;2008;400,6;2025;610840;Wärmezähler;H;MWh;Biowärme;Wärme;6,7;6,05;6,7;6,49;6,7;5,84;;;;;;;;27.06.2025;58,377;27.06.2025;58,377;;
579772;Raach am Hochgebirge;INV;31827;Neunkirchen;KEM Bucklige Welt;583760;Sitzungssaal;GA;01;1981;93;2025;610834;Wärmezähler Seminarräume;H;MWh;Biowärme;Wärme;2,85;2,57;2,85;2,75;2,85;2,48;;;;;;;;27.06.2025;25,427;27.06.2025;25,427;;
579698;Raasdorf;WEV;30849;Gänserndorf;;582878;Feuerwehrhaus Raasdorf;FF;01;2004;520;2025;610287;Erdgaszähler Feuerwehr Raasdorf;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579698;Raasdorf;WEV;30849;Gänserndorf;;582874;Gemeindeamt Raasdorf;GA;01;2011;240;2025;605649;Gaszähler Gde.amt Raasdorf;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579698;Raasdorf;WEV;30849;Gänserndorf;;582877;Kinderbibliothek;WG;02;1986;67;2025;605667;Gaszähler Kinderbibliothek;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579698;Raasdorf;WEV;30849;Gänserndorf;;582875;Kulturhaus Raasdorf;KU;02;2006;360;2025;605660;Gaszähler Kulturhaus Raasdorf;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
579811;Rabensburg;WEV;31645;Mistelbach;;714531;Bauhof/Werkstatt Rabensburg;BH;01;1990;18;2025;797197;Erdgas-Ausgabezähler;H;m³;NGas;Wärme;1,53;;;;;;;;;;;;;01.01.2025;0,1725;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714531;Bauhof/Werkstatt Rabensburg;BH;01;1990;18;2025;864795;Wärmeverbrauchszähler Bauhof;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;01.01.2025;17,8251;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714528;Feuerwehrhaus alt;FF;01;1980;406;2025;797191;Erdgas-Ausgabezähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714527;Gemeindeamt Rabensburg;GA;01;1962;688;2025;797185;Erdgas-Ausgabezähler;H;m³;NGas;Wärme;754,12;;;;;;;;;;;;;01.01.2025;22,2879;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714530;Jugendheim Rabensburg;SON;01;1960;182;2025;797173;Erdgas-Ausgabezähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714530;Jugendheim Rabensburg;SON;01;1960;182;2025;864813;Wärmeverbrauchszähler Jugendheim;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;01.01.2025;26,7377;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;849042;Kindergarten Rabensburg (NEU);KG;01;2016;470;2025;849164;Erdgaszähler KiGa Rabensburg;H;m³;NGas;Wärme;76,28;;;;;;;;;;;;;03.01.2025;3201,57;03.01.2025;3201,57;;
579811;Rabensburg;WEV;31645;Mistelbach;;714532;Museum Rabensburg;KU;01;1990;545;2025;797179;Erdgas-Ausgabezähler;H;m³;NGas;Wärme;149,48;;;;;;;;;;;;;01.01.2025;4,4178;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714529;Volksschule/Kindergarten/Turnhalle Rabensburg;VS;02;1990;1714;2025;797167;Erdgas-Ausgabezähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579811;Rabensburg;WEV;31645;Mistelbach;;714529;Volksschule/Kindergarten/Turnhalle Rabensburg;VS;02;1990;1714;2025;864799;Wärmeverbrauchszähler VS/Kiga;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;01.01.2025;178,2514;31.12.2025;;01.01.2026;
708876;Rabenstein an der Pielach;NOM;31935;St.Pölten Land;KEM Mostviertel Mitte;714537;Gemeindezentrum-GUK+Gde-Amt;VAZ;02;2007;1127;2025;716398;Biom-Wärmezähler-GUK;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
963583;Ramsau;MOV;31409;Lilienfeld;;963590;Feuerwehr;FF;01;2012;555;2025;963768;Biowärme-FF;H;kWh;Biowärme;Wärme;2.435,88;2.232,21;2.471,38;2.391,66;2.471,38;2.391,66;2.471,38;2.471,38;2.391,66;2.471,38;2.391,66;2.471,38;29.063,00;02.01.2025;22680,9;02.01.2025;22680,9;02.01.2026;29098,5
963583;Ramsau;MOV;31409;Lilienfeld;;963586;Gemeindeamt;GA;01;1989;422;2025;963833;Biowärme GA;H;kWh;Biowärme;Wärme;636,27;587,08;649,98;629,01;649,98;629,01;649,98;649,98;629,01;649,98;629,01;649,98;7.639,29;02.01.2025;5052;02.01.2025;5052;02.01.2026;7653
963583;Ramsau;MOV;31409;Lilienfeld;;963585;Kindergarten;KG;01;2018;623;2025;963677;Biowärme KG;H;kWh;Hackschnitzel;Wärme;4.230,09;3.918,05;4.337,84;4.197,91;4.337,84;4.197,91;4.337,84;4.337,84;4.197,91;4.337,84;4.197,91;4.337,84;50.966,85;02.01.2025;27796;02.01.2025;27796;02.01.2026;51074,6
963583;Ramsau;MOV;31409;Lilienfeld;;963591;Musikheim;MH;01;2012;497;2025;963775;Biowärme-Musik;H;kWh;Biowärme;Wärme;2.195,89;2.110,66;1.509,79;850,28;798,11;0;31,22;0;270,35;1.285,13;1.826,22;2.210,04;13.087,71;02.01.2025;9581,4;02.01.2025;9581,4;02.01.2026;13150,6
963583;Ramsau;MOV;31409;Lilienfeld;;963588;Turn+Veranstaltungshalle;SPH;01;2000;452;2025;963616;Biowärme-Sporthalle;H;kWh;Biowärme;Wärme;2.321,43;2.096,78;2.321,43;2.246,55;2.321,43;2.246,55;2.321,43;2.321,43;2.246,55;2.321,43;2.246,55;2.321,43;27.333,00;01.01.2025;31325;31.12.2025;27333;;
963583;Ramsau;MOV;31409;Lilienfeld;;963587;Volksschule;VS;01;1963;769;2025;963610;Biowärme VS;H;kWh;Biowärme;Wärme;7.201,17;6.504,28;7.201,17;6.968,88;7.201,17;6.968,88;7.201,17;7.201,17;6.968,88;7.201,17;6.968,88;7.201,17;84.788,00;01.01.2025;70408;31.12.2025;84788;;
579605;Randegg;MOV;32009;Scheibbs;KEM Scheibbs;580651;Gemeindeamt;GA;01;1990;269;2025;591981;Fernwärme;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579605;Randegg;MOV;32009;Scheibbs;KEM Scheibbs;585771;Kindergarten;KG;01;1940;550;2025;700760;Fernwärme;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579605;Randegg;MOV;32009;Scheibbs;KEM Scheibbs;580577;VS NMS Turnsaal;HS;02;1964;4380;2025;591560;Fernwärme;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579605;Randegg;MOV;32009;Scheibbs;KEM Scheibbs;580577;VS NMS Turnsaal;HS;02;1964;4380;2025;591564;Fernwärme alt;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579499;Rastenfeld;WAV;31336;Krems;KEM Kampseen;580867;Feuerwehr + Bauhof Rastenfeld 178;FF;02;2003;217,66;2025;593134;Strom Heizen FF bis 01/2022;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579499;Rastenfeld;WAV;31336;Krems;KEM Kampseen;580867;Feuerwehr + Bauhof Rastenfeld 178;FF;02;2003;217,66;2025;964984;Strom 1.8.0 Heizen FF neu ab 01/2022 ZAUT;H;kWh;ElectricityForHeating;Wärme;712,74;688,9;159,24;227,84;181,13;167,87;193,29;277,7;190,5;232,1;179,87;212,58;3.423,78;01.01.2025;16,582;31.12.2025;10,968;01.01.2026;7,277
579499;Rastenfeld;WAV;31336;Krems;KEM Kampseen;580853;Feuerwehrhaus Marbach im Felde;FF;01;2008;362,49;2025;593072;Strom Wärmepumpe HT (demontiert);H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579499;Rastenfeld;WAV;31336;Krems;KEM Kampseen;580853;Feuerwehrhaus Marbach im Felde;FF;01;2008;362,49;2025;593074;Strom Wärmepumpe NT (demontiert);H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579499;Rastenfeld;WAV;31336;Krems;KEM Kampseen;581256;Niedergrünbach - Wohngebäude;WG;;1990;131,2;2025;997400;Wärme ab 12/2021;H;kWh;Biowärme;Wärme;3.895,66;3.341,33;1.976,71;2.426,34;1.111,82;652,97;335,1;173,37;761,89;1.985,02;3.131,72;3.274,56;23.066,48;02.01.2025;3309;31.12.2025;2933;;
579499;Rastenfeld;WAV;31336;Krems;KEM Kampseen;581256;Niedergrünbach - Wohngebäude;WG;;1990;131,2;2025;594670;Wärme alt;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
